index,prompt,prompt_cont,gen0,['It is many farms crowding the area'],"[', which all produce milk and pork.']",[' between the city and the river known as']
196,"[""uh-huh yeah we've uh we  camped at the DeGray State Park in Arkansas in the fall and it ain't nobody else hardly""]","["" around and it been was just really nice that time of year we done taken our electric blanket too just in case it was unbearable but we ain't need it""]","["" ever has nothing to do with us there. Yeah, it's no real secret that we know what we're go to, but I mean you hear about""]"
197,"['In the storm, the tree fell down and crashed through the']","[' roof of my house. Now, I gotta get it repaired.']","[' water, and one of its branches broke the windshield out of the']"
198,"['The Episcopal Church, with 2.3 million members, the American branch']","[' of the worldwide Anglican Communion, which got 77 million adherents.']","[' of the World Council of Churches, has lost one of its most articulate']"
199,"['Every day after dinner Mr. Schmidt done took a long nap. Mark would let him sleep for an hour, then wake him up']","[', scold him, and get him to work. He needed to get him to finish his work, because his work was beautiful.']",[' and lead him out into the yard and play some games of horseshoes. Mark also gave him a book. The young Indian boy']
200,"[""they presume their audience won't sit still for sociology no lesson, however entertainingly presented, so they""]",[' trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes'],[' might as well start with a bit of sociology.\n\nThe other thing that has bothered me since the']
201,['i think by limiting the number of consecutive terms a congressman or senator can hold whether it be a state'],"["" congressman or senator or at the national level limiting the two terms and then they've gotta sit out one""]",[' or federal office. i’m against unlimited term relection and hope that in these coming elections']
202,"['The red phycoerytherin pigment an adaptation to help red algae catch more sunlight in deep water—as such, some red']","[' algae live in shallow water got less phycoerytherin in their rhodoplasts, and can appear more greenish.']","[' algal species can have up to a three-billion-dollar industry. Some of the algae are commercial, others help with ecosystem preservation']"
203,['Police spokesman Brig. Gen. Edward Aritonang been confirmed Saturday that another two'],"[' done been arrested, one in Jakarta and another in Magelang, Central Java.']",[' senior officers were killed and there were additional casualties.\n\nThe president was scheduled to']
204,"['Since then, the Bronx done always supported the Democratic Party nominee for President, starting with a vote of 2-1']","[' for the unsuccessful Al Smith in 1928, followed by four 2-1 votes for the successful Franklin D. Roosevelt.']","[' on March 22 at the Democratic National Convention. The Democratic Party had, to their credit, held firm for the Bronx']"
205,"['But not Fox News Sunday  Jim Angle, report, Jiang been went toe-']","['to-toe with Bill Clinton, the smoothest talker in the Western world.']",['to-toe with Republican Senator Rand Paul. the best bet is one that gets the']
206,['The tenth series gon introduce Pearl Mackie'],"[' as Bill, the Doctor newest traveling companion.']","[', the most beautiful of the nine daughters of']"
207,"['When the sponsors of the bill gotta the town hall, they was surprised to find']",[' that the room was full of opponents. They was very much in the majority.'],[' out the meeting was a show of force in opposition to the legalization of weed.']
208,"[""We couldn't find no pictures""]",[' of Blind Mello Jello.'],"[' of him"" ""And the police']"
209,['How gon we tell time on Mars? Will we go by'],"[' Mars rotation of the sun, or continue using Earth time?']","[' the solar, lunar, or celestial? What’s']"
210,"[""well i've seen some people try to just come in like over the weekend""]",[' because they want to use the TexTeller machine and they done said no'],"["" when they know they've made a mistake instead of coming back when they should""]"
211,"['is throwing up his hands in surrender, is firing his r&d people']","[', and done decided he gon just screen the master of disguise 24/7']","[' and his best people on my ship, is going to get a big payout']"
212,['He find pleasure that'],"["" we're leaving.""]",[' I have found it']
213,['A three-judge panel of the 8th U.S. Circuit Court'],[' of Appeals in St. Louis overturned a ruling issued last year supported the ordinance.'],[' of Appeals will review a Texas court’s decision that a new statute regulating']
214,['This girl it gon put a picture'],[' of Bill on your desk before tomorrow.'],[' in the paper. This bitch gon be']
215,['We know how many papers this reviewer done'],"["" read, but we don't know no ones""]",['.\nThe biggest reason of this question is']
216,['while the humor aspects of ` jason x'],"[""'were far more entertaining than i done expected""]","[""yz' still exist as well and still""]"
217,"[""A rule of thumb I've heard is""]","[' ""for small children, big dogs"".']",[' to turn off the lights and put away']
218,['In 5 U.S.C it define what records can be withheld under two (2) Freedom of Information Act exemptions if the'],[' President of the U.S. or the President or Director of the OMB determine that the information fall into the exemption statutes.'],"[' records\n:\n\n- ""contain information compiled for law enforcement purposes"", exempt under Exemption 2(b);\n\n']"
219,['Why was it tension the'],[' day after the election?'],[' whole time?\n\n']
220,['that the accidental spy a solid action pic'],[' return the martial arts master to top form'],[' at the right times?\n\nI']
221,"['When you got a cold, it better to take cough/']",['cold medicine or have your body fight it off without medicine?'],"['flu, because it’s going to get worse on']"
222,['Larry boss at the railroad company would not want'],[' anyone but him to work in the office.'],[' his son to learn about the “old']
223,"['worth your time, especially if you got ellen p']",['ompeo sitting next to you for the ride.'],"['aulo for Christmas, because what can they say??']"
224,['The two princesses was educated at home under the supervision of their mother and their'],"[' governess, Marion Crawford, was casually known as ""Crawfie"".']","[' tutor, Isabeau de Montpensier, a Benedictine nun.']"
225,"['""Is it really a """"Celtic"""" ethnicity and what proof is']","[' it of a shared ethnicity between supposed Celtic nations such as Wales and Scotland?""']","[' your saying that they could get a ""Celtic"" name from that']"
226,['Palestine government jet used'],[' to be kept in Egypt.'],"[' to crash in Lebanon, killing']"
227,['Why most women do'],[' not reach no orgasm'],[' not want to end']
228,['Dey is also the phenomenon of herd immunity which offer a measure of protection to those'],[' otherwise vulnerable people when a large enough proportion of the population done acquired immunity from certain infections.'],[' individuals with high antibody titer in the presence of a pathogen or foreign antigens']
229,['Syrian govt'],[' wont stop no attacks'],"[', in the new']"
230,['Times Square part of'],[' New York City.'],"[' Washington, DC:']"
231,['Bill turn'],[' was over.'],"['er, who']"
232,['Meanwhile all the people in town are hunting high and low'],"[' for Arthur and Celeste, and their mothers very worried.']","['. Every single person. Hunting each other down, in particular']"
233,['The men was able to mine'],[' more gold from the abandoned mine.'],"[' through the whole city, even to']"
234,['Iraq announced that it ain'],"[""'t gon cooperate with no inspectors""]","[' heat,\nthe most powerful']"
235,"[""i just been got a bike myself because i'm hoping you know eventually maybe you know""]",[' for hikes or you know going out along the canal area or whatever to ride bikes with them'],[' this guy and you have some good suggestions and good time you could have him to hang out']
236,"[""It is possible that Sam ain't pick no""]",[' packages up which are to be mailed tomorrow.'],"[' fight.""\n\nShe put her hand to']"
237,['The goalkeepers the only players allowed to touch the ball with their hands'],[' or arms while it is in play and only in their penalty area.'],"['.\n\nI also see in a few more cases than not,']"
238,['I am 26 years old and one of my wisdom teeth on my left lower jaw done never grown in. My dentist told me that I am'],"["" likely to have a problem with it at a later age. What could this problem be and what's the cause of the delay of tooth growth?""]",[' due for a filling and it will be a tooth without a denture. Now I am not saying that I would be able to eat with a']
239,['Dey was a deeper  The new ideas was immensely'],"[' liberating, but at some point you can get too liberated.']","[' different, in terms of culture, but the underlying philosophy was']"
240,"['""Tomorrow at the Mission Inn, I got the opportunity to']",[' congratulate the governor-elect of the great state of California.'],"[' host my most famous event yet"" ""I have a few']"
241,['but uh so this uh French i guess into the'],[' slapstick i guess so they would like Jerry Lewis yeah'],"[' same boat. And, I think the\n\nI']"
242,['Bob would'],[' done won.'],[' have it figured']
243,"['This done led to widespread problems with antimicrobial and antibiotic resistance, so much as to prompt the World Health Organization to classify antimicrobial resistance as a ""serious threat [ no']","[' longer a prediction for the future, it is happening right now in every region of the world and got the potential to affect anyone, of any age, in any country"".']","['] to the global public health"".\n\nSince 2000, however, the annual worldwide death toll from antimicrobial resistance due to the use of antimicrobials has remained']"
244,"[""'s all-powerful, a voice for a pop-""]",['cyber culture feed on her bjorkness.'],"['folk empire.\n\nHappily, the new']"
245,['just go to show that if you give a filmmaker an'],"["" unlimited amount of phony blood, cann't nothing good happen""]","[' inch in terms of money, that filmmaker gets a mile']"
246,"['Standard & Poor 500 index done rose 15.66 to 1,046.79']","[', its best advance since Oct. 1, when it gained 22.25.']","[' but it is now down 5.86 percent, at 1,045.15']"
247,"['An Xbox Live Gold account got an annual cost of US$59.99, C$59.']","['99, NZ$90.00, GB£39.99, or €59.99.']","['99. If you want to get the whole package, for the cheapest, get a $3.']"
248,"['Aachen a very historic city (with Roman remain, natural hot springs as well as a world-famous cathedral where all German emperors from 900 a']","['.c. to about 1500 a.c. done been crowned) at the Western edge of Germany, located about 5 kilometres from the Netherlands and Belgium.']","['.d. to 1918 were crowned). The people here speak excellent German and a deep sense of history, even more than in Berlin. Most people live in']"
249,"[""It was San'doro asked""]",[' how far you could do that.'],"[' if he could join it, to']"
250,['Dey gon be a US-UK-'],['Japanese joint venture (Trico Steel).'],"['Canada-Israel, which would be insane\n']"
251,"['And put like that, she added confidentially to Tommy, ""couldn\'t nobody']","[' boggle at no expense!"" don\'t nobody did, which was the great thing.']","[' here know us, that\'s sure.""\n\n""That will be quite a surprise']"
252,['Civil disobedience can occur when people speak'],[' about a certain topic is deemed as?'],[' their minds. The difference between disobedience and']
253,['The International Community know about the mass genocide done by Shivraj Singh Chou'],['han in the Vyappam Scam? Why BJP in genocide business?'],['han by his terror squad DGP Harsh Shekhawat for the Congress']
254,['This opera was written in the 19th century'],"["", but weain't sure by whom.""]",[' but only about one century short of the fall']
255,"['Another site within walking distance the beautiful, ancient walled Mon']",['astery of the Crose now hemmed in by suburbs.'],"['astery, the same monastery which in the years following our departure']"
256,"['inject freshness and spirit into the romantic comedy genre, which done been']",[' held hostage by generic scripts seek to remake sleepless in seattle again and again'],"[' a long time lost, the director is back again with a comedy which is a']"
257,['when her material ain'],"[""'t first-rate""]","[""'t any'ow""]"
258,"['Bacteria was once seen as simple bags of cytoplasm, but structures such as the prokaryotic cyt']",['oskeleton and the localization of proteins to specific locations within the cytoplasm give bacteria some complexity done been discovered.'],['oskeleton have recently been identified [@ppat.1003163-Zeng1]. This leads to the conclusion']
259,"['Pierre Bérégovoy died on 1 May 1993, in Paris after being transported by helicopter from Nevers (Nièvre), where he done been found an hour earlier, in a coma with two bullets in the head. The second bullet was attributed to a nervous reflex. Police investigators ruled his death']","[' as a suicide, confirming his bodyguard deposition, claimed the former prime minister was with him when he grabbed the guard gun, which more plausible than the first version of events which appeared in the press relating that Bérégovoy done returned alone to the car and done taken the gun from the glove box.']","["" a suicide, and the police chief of Les Eyzies-Junges (Cote d'Or) called to claim this in court. The chief asked the investigating judge why he could not find out who killed Bérégovoy because it happened after midnight (before 8.00 am GMT)""]"
260,"[""The company ain't detail no""]",[' costs of the replacement and repairs.'],"[' specifics, but it is saying it']"
261,['John done written the words'],"[', and Paul the music.']","['.""\n\nSamantha']"
262,"['Stretching the woman back,']",[' the woman smiled at the girl.'],[' putting him into the same position as']
263,"['After Apollo missions 18 and 19 was cancelled,']",[' what happened to the Saturn Vs was never used?'],[' the lunar module Eagle left the lunar surface on a']
264,['Whats something you caught your parents'],"["" doing you wish you ain't see?""]",[' doing?\n\nAnimated movies?']
265,['Rita Ranch also got'],[' a planned development called what?'],[' the opportunity to use the technology']
266,['Pena Nieto win Mexico'],[' presidential vote: exit polls'],"[""'s Presidential race\n\n""]"
267,"['MEN drink tea, particularly green tea, can greatly reduce their']","[' risk of prostate cancer, a landmark WA study done found.']",[' risk of cancer and heart disease.\n\nAs is known']
268,['In every season but 2001-02 and 2011-12'],"[', at least how many Premier League teams done been relegated?']","[', Manchester United went through a similar transitional spell. First,']"
269,"['This morning, Joey done built a sand castle on the beach, and put a']","[' toy flag in the highest tower, but this afternoon the tide been knocked it down.']","[' couple of chairs, a picnic plate, and some food on it for us to take']"
270,"['Nasser berated Amer and Salem, and']","[' vowed, ""ain\'t nobody going to surrender.""']",[' said he was ready to start fighting.\n\n']
271,"[""the bodily function jokes are about what you 'd expect,""]",[' but it is rich veins of funny stuff in this movie.'],"[' or if you dont know, it tells the story :p']"
272,"[""Israel ain't gon prosecute no police killed 13 Israeli Arabs during pro-Palestinian protests""]","[' in 2000, because of no lack of evidence, an official inquiry been said yesterday.']","["".\n\nIsrael is the only country that doesn't prosecute police for killing protesters.""]"
273,['to go see how it'],[' wrought and mine look real good'],"['\'s done?"" ""If the']"
274,['Which major global reinsurance company got'],[' their headquarters east of the city center?'],[' the idea of an alternative to the U']
275,['What exactly was FDR New'],[' Deal and what it do?'],[' Deal “the economy�']
276,['You got'],[' different information).'],"[' that right.""']"
277,['Queen visit'],[' Britain new prince'],['\n\nA']
278,"[""This ain't good because it might""]",[' have a bad impact on the economy.'],"["" ruin somebody's day and it's a""]"
279,['The American Express Corp. done pledged at least $'],['3 million of more than $5 million needed.'],['6 billion to boost health insurance subsidies for poorer people']
280,['We should put them somewhere in the dining'],"["" room but itain't clear where.""]","[' room.""\n\n""Oh, hell']"
281,"[""don't never too cloying thanks to the""]","[' actors  perfect comic timing and sweet, genuine chemistry.']","["" delicious scent of this tasty dish. It's perfect for""]"
282,['The foxes are getting in at night and'],[' attacking the chickens. They done gotten very bold.'],"[' you are getting in a truck, just don�']"
283,"['Although many of FBI functions unique, its activities in support of national security']",[' comparable to those of the British MI5 and the Russian FSB.'],[' of citizens are closely linked to American laws enacted specifically for this purpose or']
284,['Is it any travel writers or'],[' travelers I can talk to?'],[' travel journalists that I have found']
285,['France gon play England in the'],[' Euro 2004 quarter-finals.'],"["" Super 16, he's on""]"
286,"['Two British tanks, sent to the police station where the']","[' soldiers are being held, was set alight in clashes.']","[' riot had begun, had to be withdrawn at a crucial moment']"
287,['How long a wrestler gotta get'],[' themselves free of the hold?'],[' before his leg starts bothering him']
288,['What practice differentiate the Angican Commun'],['on from Protestant churches at large?'],['al Centre from similar schemes in other']
289,['yeah a guy was there as a uh foot soldier so'],[' he considered himself to be you know a a true Vietnam soldier'],[' to speak who had to deal with all these stuff when he']
290,"[""I'm sure that my map gon show""]",[' this building; it is very famous.'],[' in that picture how beautiful the\nis']
291,"[""These shoes won't fit into""]","["" no trunk they're next to.""]",[' the new school uniform.\n\n']
292,['Eating in fast food'],"["" restaurants ain't healthy.""]",[' facilities has become increasingly popular']
293,['Dey was an industrial espionage'],[' case involving GM and VW.'],[' organization that targeted the Central Intelligence']
294,"['Previously, it done reported a profit of $12 million']","[', or 0 cents a share, for that period.']","[', compared to an original estimate of $8 million this']"
295,['The administration done issued a statement that it willing to meet with one'],"["" of the student groups, but Iain't sure which one.""]","[' of the leaders of Hamas and discuss that issue with him, ""']"
296,"[""Ain't nothing done made them madder""]",[' than seeing Arafat speaking at the podium.'],"[',\nYou know all this?""\n\n']"
297,['Uh that guy'],[' still single?'],[' looked like he']
298,"[""say that it don't follow the stale, standard, connect-the-dots""]",[' storyline which done become commonplace in movies explore the seamy underbelly of the criminal world'],['-and-n-points-the-seems-good-way) argument that']
299,['It illegal to attempt to clear hair'],[' of a substance before a drug test?'],[' from the human scalp by means of any']
300,['What the best feeling you done'],[' ever had in your life?'],[' the last time you had sex']
301,['The con artist would done'],[' lost a lot of money.'],[' a few things to me.']
302,['What I gotta do'],[' to be happy?'],[' to get that done']
303,"['London home to five major medical schools – Barts and The London School of Medicine and Dentistry (part of Queen Mary), King College London School of Medicine (the']","[' largest medical school in Europe), Imperial College School of Medicine, UCL Medical School and St George  University of London – and got a large number of affiliated teaching hospitals.']","[' University of London), the Cambridge and Imperial College of Science and Technology, as well as UCLan – was founded nearly 200 years to the week.\n\nThe idea']"
304,"['Hyperthymesia, or hyperthymesic syndrome, a disorder affect an individual']","[' autobiographical memory, essentially meaning that they cannot forget small details otherwise would not be stored.']","[""'s response to illness or injury, involves a complex set of symptoms which can lead to the""]"
305,['Infertile women'],[' cannot produce no children'],[' are an increasing problem']
306,"[""They ain't a good option for families with""]","[' children, and some people might find them uncomfortable.']","["" older or senior members. We also don't provide""]"
307,['Unless the kid quit tryna fight the war over again every time he see an army blouse'],[' or until he stop pouring whisky down him every time he hit town it may be shooting trouble.'],"[' or boots, he should stay out of my way and let me handle it.\n\n________________']"
308,['Islam done joined a battle for the hearts and minds of Mexico volatile Tzotzil Indians in'],"[' Chiapas state, home of Zapatista rebels and a hotbed of sectarian strife between Christians.']",[' the early 1500s. The Aztecs had arrived in the area in 1446 and fought alongside P']
309,['Dey was a number of wonderful areas'],[' in which to camp within the Black Hills.'],['. I was a bit of a fan of']
310,"['According to plans, France should done minted']",[' 7.6 billion Euro coins before 2002.'],[' gold coins in 2017 after their introduction in 2013']
311,"[""I don't think it""]",[' is an answer for this.'],"[""'s right of me to do""]"
312,"["", cann't""]",[' nothing good happen'],[' tell her how']
313,"[""trapped won't""]",[' score no points for political correctness'],[' that a t h e W']
314,['love its characters and'],[' communicate something rather beautiful'],[' how they function when']
315,"[""if it doesn't affect no""]","[' individual, nobody gon do it']",[' one. And yet it does']
316,['The toaster Frank done bought'],"["" from him ain't work.""]",[' in $600 for $800']
317,"[""Won't nobody else""]",[' in China do it.'],[' love your boobs? If']
318,['Enron 401(k) plan covered about'],"[' 20,000 workers, retirees and beneficiaries.']",[' one-third of the employees. By comparing']
319,['Who you think bought'],[' the bread machine?'],[' the stock (or']
320,['Dey is a pillar between me and the'],"["" stage, and I can't see it.""]","["" rest of the team. He's always there""]"
321,"['At the first proceeding, the jury decide the defendant guilt; if the defendant innocent or otherwise']","["" not convicted of first-degree no murder, the death penalty ain't gon be imposed.""]","[', the jury decide the punishment. After deliberation, the jury sends the case to the']"
322,['You done never mentioned no'],[' school to me before.'],[' one before no time I']
323,['wish dey had been more of the'],"["" `` queen '' and less of the `` damned""]",['\nkind—and I’m sure']
324,['Muriel got in her living room a famous painting of a'],[' ballerina. She bought the painting when she was thirty.'],"[' medieval village. She thought back to her time in that tiny,']"
325,"['Besides the general media and motion picture categories,']","["" which category contain media that ain't static?""]",[' only one feature film from the 2000s was']
326,"['like a three-ring circus, it is side']",[' stories aplenty -- none of them memorable.'],[' and simple and shows little affection. The music is']
327,"[""Shandong ain't""]",[' far from Henan province.'],[' got no damn chinese\n']
328,"['Aventis, based in Strasbourg, France, one of the leading']",[' producers of the vaccine and one of a handful of companies still make it.'],"[' drug producers, announced last month that it was investing €3.4 billion']"
329,['Dey was no influence from'],[' China to the culture of Greece.'],[' that day on the\nposition with']
330,"[""what a diet oh don't no""]",[' they got nothing to do with that'],[' need no help\nuh\ni']
331,"[""Also, who's to say dey ain't""]","[' no testimonies from ""real"" health experts on there?']","[' a Jew?\n\nNow, the Jewishness of']"
332,"[""Why can someone I ain't add""]","[', see my story on snapchat?']","['?""\n\n""I have to go']"
333,['Could Lockheed Martin proposed'],[' compact fusion reactor work?'],[' in the 1950s was']
334,['What year was it an analysis of the DNA'],[' recovered from human remains in Liangzhu culture?'],"[' of 2,300 people was made to identify the']"
335,['Was it more Democrats'],[' or Republicans in 2007?'],"[', more Republicans, or']"
336,['When you got a lot of money you have a lot'],[' of problems with a lot of people tryna take it?'],[' of chances to get really successful. It might seem odd that']
337,"['""But they not, as of the time of this particular tragic']","[' event, provide the security we done requested,"" Mr Jordan said.']","[' act, had a chance to do what they so greatly desired.""']"
338,"['They was eating, and I']",[' wonder what they was eating.'],[' thought the only thing she was']
339,['well you think that we do it because we want it to deter crime or'],"["" itain't because we don't want to pay for inmates to stay in prison""]",[' because society would change if they didn’t and our response is to become']
340,['Mark heard Steve feet going down the ladder. The door of the'],[' shop closed after him. He ran to look out the window.'],[' shop was opening. He got his hand in the door - he']
341,['A doctor rush a patient'],[' on a stretcher.'],[' with a gun but his']
342,['Conservative Party leader William Hague been attacked British Prime Minister Tony Blair stance on further European'],"[' integration Tuesday, accusing him of handing over Britain rights and powers ""slice by slice"".']","["" Integration: 'no chance' A former British Prime Minister William Hague, in a video""]"
343,['Why Hilary Clinton get away'],"["" with things other people wouldn't?""]",[' with it? (and how did']
344,"[""Iran dissidents '""]",['killed in Iraq'],['refugee']
345,['This hat he'],[' was wearing certain.'],[' gave me was a']
346,"['a larger-than-life figure, an']",[' artist done been awarded mythic status in contemporary culture'],[' American journalist in London during the Second World War.']
347,['It is proud of him'],"["" that I have never ain't""]","[', and he is a brave']"
348,['The men all'],[' would been working.'],[' have similar names and']
349,"[""If you ain't sure how to do""]","["" it, don't do it at all.""]","[' something, start with a question. Try asking']"
350,"[""We don't have sales no tax""]",[' up here so buy it here.'],['. What we have is\nthe']
351,['NAO is headed by the Comptroller and Auditor'],"[' General, also an officer of the House of Commons.']",[' General (CAG) Pradeep Katar.']
352,['Democracy got nothing'],[' to do with liberty.'],"[' on us in Ukraine,']"
353,['of china  now numerous'],"[', world-renowned filmmakers']",['. A single\nmach']
354,['John talked to women'],[' came up to him.'],"[""'s rights activists and political""]"
355,['Pat'],[' mere.'],['ricia L']
356,['with notorious c.h.o. cho prove she got the stuff'],"[' to stand tall with pryor, carlin and murphy.']","["". It's a shame you couldn't\nsee how she reacted to""]"
357,"[""'s exactly the kind of movie to""]",['back  detractors always accuse him of making'],"["" support that. It doesn't have an""]"
358,['Who some people criticized something was essential to their in-'],['group way of life? (Like Jefferson on slavery)'],['between time. I don’t remember what.']
359,"['Shareholder value, which shorthand for executives obsession with their companies stock prices']","[', done become the prism through which most of corporate America now see business.']",['. At the end of his career at the company – a great opportunity to']
360,"['Mr Hadley, got a new partner and']","[' child, said: ""I am absolutely delighted.']","[' I am looking at a car,"" ""New Year']"
361,['She got problems enough'],[' as it is.'],['. But he was']
362,['Many parts of tsunami-battered Ace'],"[""h province ain't safe for the military.""]",['h province have been submerged under water in all']
363,['Bolivia army fought to stop a column of dynamite-wielding miners from streaming'],"[' into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.']",[' down a road that will be used to transport copper ore to a mine in the remote Peruvian']
364,['The Clear Skies Act gotta do with ocean'],['ography and the impacts in that field.'],['ic weather\n\n(CNN) --']
365,['Moutasim got'],[' a brother called Khalid.'],[' this.\n\n�']
366,['The Senate Banking Committee is scheduled to hold a hearing on Tuesday'],"[', when Donaldson gon be questioned about hedge and mutual funds.']",[' on the Treasury Department’s request for $300 billion in']
367,['done always appreciated a'],[' smartly written motion picture'],"["" way more than he's""]"
368,['He no longer require'],[' Edward financial support.'],['\nthat the law']
369,['What year done was'],[' Cabot Tower built?'],['?\n\nLast year']
370,['Gillian Anderson: What David'],[' Duchovny best feature?'],[' Hasfield Has Said To Me\n']
371,"[""it's a vastness implied""]",[' in metropolis is just breathtaking.'],"[' in its word, a great,']"
372,['The sky got very'],[' little to no clouds.'],"[' quiet, and the world']"
373,['It is no reports so far as to whether any relatives done claimed the'],[' bodies of the four military men was reportedly killed when the plane crashed.'],[' body of a young man whose body was located outside the town center in']
374,['Is it really a health difference between'],[' Marlboro and American Spirit cigarettes?'],[' one or more or the other?\n']
375,['Amazon Bezos to buy the'],[' Washington Post for $250 million'],[' controlling stake in Amazon (AM']
376,['Gunman held suburban Atlanta firefighters'],"[' hostage now dead, police say']",[' captive\n\nA gunman opened']
377,['What cable network the AFL'],[' sign a regional contract with?'],['-CIO is looking at']
378,"['In a statement in The Washington Times, the executive director of 21st Century Democrats, Mark Lotwis, called the lawsuit ""frivolous"" and said: ""we\'re going to defend our organization integrity"". Landmark Education spokeswoman Deborah Beroset said that the Landmark Forum ""is in no way religious in nature and any claim to the contrary simply absurd,"" and stated']","[': ""While we ain\'t no party to this lawsuit and got no firsthand knowledge of it, we can only assume that we are being used as a legal and political football to further the plaintiff""s own financial interests."" The New York lawsuit was filed April 14, and still in early filing stages. A conference with the federal court judge in the case done been scheduled for June 17.']","[' that the organization ""is dedicated to religious liberty without regard to party alignment."" The Washington state Republican Party chairman, Tom Allen, announced that he had signed the letter of support from the pro-life group Pro-Life Wisconsin.\n\n""This is an assault on religious liberties,"" Allen stated. ""This is about undermining this great American tradition and a religious liberty that was built upon the']"
379,['John Martin the founder'],[' of Black Sparrow Press.'],[' of Zappos.']
380,['as blasphemous and nonsensical as a luis buñuel'],"[' film without the latter  attendant intelligence, poetry, passion, and genius.']","[', even if such works are still performed by some of his successors in Madrid']"
381,"['Lovely and amazing, from her own screenplay, jump to the head of the class of women ']",[' films manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style'],['!!! The woman behind the veil has been a role model for many as she is compassionate and well known for']
382,['hard-won rewards over the bombastic self-glorification of other feel'],['-good fiascos like antwone fisher or the emperor  club any time'],['-good tales of the period.\n\nBut that was not his only crime.']
383,['It is ways to make the reading more'],"[' understandable, provided we work for it.']","[' entertaining, the stories more intriguing. I']"
384,"['It is considerable gaps in our knowledge of modern forms, but we know that during the Carboniferous period hundreds of different amphibian forms']",[' roamed the swamps. Apart from caecilians modern amphibians lost their fish-like scales and developed a soft skin.'],[' existed and persisted for hundreds of millions of years during the time of major land based changes occurring within and around the equatorial regions of Africa']
385,"['Charles was criticized by some students,']","["" but I can't remember no ones""]","[' professors, and parents\n\nAccording']"
386,['What percentage got discussions of race in the'],[' context of medical disorders increased from zero to?'],[' last decade?\n\nI have researched several']
387,['What done you learned'],[' during your internship?'],[' today? I learned']
388,['What notable author lived in Samoa called the'],"[' Samoans ""gentle people""?']","[' land of the ""little red men""']"
389,"['Kotkin describe how Lev Kamenev, Stalin old Pravda co-editor, and Grigory Zinoviev, with Stalin and Kamenev done formed']","[' a ruling troika during Lenin final illness, was dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times sake.']",[' one group – the Council on the Investigation of the Crimes of Stalin – whose stated task was to investigate the crimes of the Soviet leader. There was no public trial against Stalin and']
390,['A ceremony was held at Mac'],['au Fisherman Wharf.'],['Naughton Park for a']
391,['as long as you got congressmen and senators are getting kickbacks kickbacks'],[' from these different companies are getting awarded for the defense contracts s never going to happen'],"[' is the result of the illegal activities of these criminal thugs, they are a problem']"
392,['Is it life'],[' on other planets?'],"['-threatening?"" she']"
393,['What kinds of courses are offered to'],"["" students ain't experiencing academic success?""]",[' the various technical training colleges? What']
394,"['These include the Mexico City Philharmonic, which perform at the Sala Ollin Yoliztli; the National Symphony Orchestra, whose home base the Palacio de Bellas Artes (Palace of the Fine Arts), a masterpiece of art nouveau and art decó styles;']","[' the Philharmonic Orchestra of the National Autonomous University of Mexico (OFUNAM), and the Minería Symphony Orchestra, both of which perform at the Sala Nezahualcóyotl, which was the first wrap-around concert hall in the Western Hemisphere when inaugurated in 1976.']","["" and the Los Angeles Philharmonic Orchestra, which performs at its home, the Beverly Hills Music Center, and has many home engagements.\n\nAn additional venue in Los Angeles and other cities throughout Southern California and the nation's capital is the Palisades Music Hall, a 1,847-seat venue""]"
395,"[""Muriel got in her living room a famous painting of a ballerina by Cecile d'""]","['Arblay. She is seen in profile, with her arms outstretched to an unseen lover.']",['Ormesson with the same phrase repeated three times over. On Sunday she called her old life over']
396,['We got little choice but to increase the'],"[' premiums, or work together to lower costs.']","["" pace even more. And I said: '""]"
397,['Maytag gon give a brand new dryer to the winner of the'],"[' Mrs. Albania contest, and General Electric, four hundred light bulbs.']",[' Best Home Dryer 2014!\n\nBest Home Dryer – 2014']
398,['Pyongyang said it was no point in the talks since the'],"["" US done termed North Korea an 'outpost of tyranny'.""]",[' meeting is only being seen as a preliminary step that will be']
399,"[""Ain't never, did I ever""]","[', I say blacks was going to riot.']","[', ever, ever, ever, ever,']"
400,"['The epidemic began in November in the mainland Guangdong province, but the']",[' People Republic of China refused to report truthfully about its spread for four months.'],[' initial spread was fast and the virus spread quickly across China’s southern capital']
401,"['I like Bill new wine,']",[' but Max old even better.'],[' and it was the perfect birthday']
402,"['although what time offer tsai  usual style and themes, it']","[' got a more colorful, more playful tone than his other films.']",[' is more like the original manga than the animated one.\n\n']
403,['I am a mechanical engineer (26 age).I got a terrible job and I'],[' think about computer engineering coz what we design alives by computer science. Help?'],[' quit it in May 2019.I have been struggling of the past 9 months and my']
404,['CSN produce 28 million'],[' tons of steel per year.'],[' files\n\nThe Content Management']
405,"['The Downtown District the home of the Third Street Promenade, a major']",[' outdoor pedestrian-only shopping district stretch for three blocks between Wilshire Blvd.'],[' pedestrian and transit hub in the heart of SoHo. The city’']
406,['Was it snow from'],[' September up to March?'],[' now on? Was it']
407,['Read More: You done never'],[' met anyone Pro-Abortion?'],[' seen this happen before\n\nThe']
408,['What some work from home'],"["" opportunities ain't no scam""]",[' jobs can do for you']
