label,text
0, you're going to the JANGO tonight and the JANGO will be quiet.
1, lol yea i kno... I really wanna hear it too
0," yeah, I'd like to hear it too."
1, I be feeling like giving up on everything but I can't do that and I won't do that
0," I'm thinking of giving up everything, but I can't do it."
1, UGHH here it go again time I thought I was over it...
0," I thought I'd be done with it, but I didn't."
1, Tired of sittn in this car
0, you're tired of sitting in the car.
1, When bhae come home we gone go shopping
0," when we're home, we're going shopping."
1, Niggahs so funny nowadays. . .
0," Niggah, it's so funny today."
1, I just wasted 7 dollars on this nasty shit.
0, I've wasted $7 on that shit.
1, lmaoo hushies bby sending food now
0," oh, my God, the bby is sending the food."
1, Tired need get some rest
0, I'm tired of this. I need a rest.
1, I love whoo im becoming .!
0, I'm really happy to be whoo.
1, A broke bitch/nigga two cents don't matter either....
0, a bitch / nigger / two cents don't matter.
1, how Kus I said I want some pussy.? Lol ight bet
0, what do you think I'm gonna have for pussy?
1, same I'm so sleepy . !
0," I'm so sleepy, I'm so tired."
1," HELL , i want justice for him to ! But if yall gone do sum do it the right damn way !"
0," hell, if you're not doing it right, I want him to be justice!"
1, Wonder if ma went to the bank like I told her
0, I wonder if Ma went to the bank.
1, you did yo .. And they not even at my crib
0," you've done it to my baby, and they didn't even come to my"
1, Oh I Forgot #NoSleepGang
0, I'm sorry # NoSleepGang # NoSleepGang
1, That fact that I know I need help with my anger
0, that's why I'm so angry that I need help.
1,"  hmu if yu do,yu kno wat um tryna do I'm With James Bouta Cum Scoop u"
0," hmu, if you're doing it, you're gonna try to do it."
1, Body feel numb as fuck
0, the body is numb as shit
1, Lol Me And Tokyo Was Koolin Last Night
0, Lol Me And Tokyo's Koolin
1, lol we ? Yu cud be god daddy :) but yea hopefully it's a boy!
0," oh, we're gonna be a godfather, but yeah, hopefully it's a boy!"
1, Really feeling some type off way and it don't feel good
0, it's really bad feeling and it doesn't feel good.
1, This is why I say what I say and do what I do. I'll remain solo.
0, I'm saying what I'm saying and doing.
1," that's wassup,what school u play for?"
0," that's what you're playing for, right?"
1, I WAS WEAK LOL IMA TRY TO STOP EATIN SO MUCH THO
0," I'm weak, I'm trying to stop eating so much."
1, I sleep alone... *shrugs*
0, I'm sleeping alone... *shrugs*
1, This girl face look like it beat cancer twice lol
0, the girl's face looks like she's beaten cancer twice.
1, East 1999x Bones thugs n harmony
0, East 1999x Bones gangsters in harmony
1, Christ return stupid xmas
0," oh, my God, return the stupid Xmas"
1, Lhh these younge niggas boaay
0," oh, you're gonna be a nigger, you nigger."
1, I might go to sleep... Idkk!
0, maybe I'll go to sleep...
1, I'm Guessing He Bout To Snap!
0, I guess he's gonna snap!
1, Turning this butch off blowing my shit
0," turning the butch off, blowing my shit."
1, i know im chillen right now thou.
0," I'm fine, I'm fine. I'm fine."
1, How Can You Let Go Somethinqq That Was So #ClOSE !
0, how do you let go of something so #close!
1, Everybody wanna be a killer
0, everyone wants to be a killer.
1, I can't to make it to the league
0, I'm not going to the league.
1, I hate when people tell me no ! When I ask them to feed me
0, I'm sick of people telling me no!
1, Tiyuana was like i hope my mom dont kick my ass! LMFAO! white girl .
0, I hope my mom doesn't kick me!
1, when #ChuckNorris went to face his fears; no one showed up
0, when #ChuckNorris faced his fears; no one came
1, did u see performance? Didn't he give brandy  Beyonce vocal acrobatics
0, did he show you the acrobatics of Beyoncé and brandy?
1, Appreciate someone you have before they turn into what you had
0, thank you for what you've done before they become what you've been.
1, lmmfao u to big to be getting pushed around
0," lmmfao, it's too much for a big push."
1, LOL! Yes honey! I look like a new born baby! LoL!
0," yes, baby, I'm a new baby!"
1, Great morning ppl....the lord has blessed us to c another day....
0," good morning, gentlemen...... the Lord has blessed us with another day."
1,"  Oh, #Aquarius didn't tell you? Must've been none of your damn business.\"
0, # Aquarius didn't tell you?
1, the hell you smiling fah is there sometime you didn't tell me
0," you're smiling, but you didn't tell me."
1, So redi fuh dis 7:30-4 ta b dun wit
0, so redi fuh dis 7: 30-4 ta b dum.
1, Im done kissing ass man.
0, I'm not gonna kiss my ass.
1, I never wear seatbelts ..
0, I'm not wearing a seat belt.
1, I Wanna See Him But Im Scared 
0," I'd like to see him, but I'm afraid."
1," im trippin,ima steal her ass wen i get home"
0," when I get back, I'm gonna steal her ass."
1, Hoes be like ..... _(TWERKING SONGS MADE ME )_WHAAAAAT !!
0, Hoes are like...... _ (TWERKING SONGS MADE ME) _ WHAAAAAT!!
1, how long you going be home
0, how long will you be here?
1, In spite of..... God is good I am Thankful!!
0," despite the fact that God is good, I'm grateful for it!"
1, Worst thing evv hear yo love 1cry ova fckd up sh.t u dne\n#smh
0, the worst thing I've ever heard was a love 1cry ova.
1, Woke up to late for the 4s
0, I woke up late for the 4.
1, Cat got ya tongue? You tell that pussy let ya tongue go!
0, you're telling me to let you go with your tongue!
1, I go afther what i want and you what i want
0, I'm going to go with what I want.
1, Leprechaun Marathon on Syfy Awesome
0, Leprechaun Marathon on Syfy Awesome
1, Babes gone so now I'm playing Madden. Chilling ill see her tomorrow tho so itz cool
0," I'm gonna play Madden tomorrow, so I'm gonna chill."
1, I misss my baybe tylerr.
0, I'm missing my baybe tyler.
1, Mornin y'all and congrats all y'all graduating today
0, today is your graduation and congratulations to all of you.
1, Im Forever Saying On My Set Knowing Damn Well Ion Got No Set Lmaoo
0, I'm saying it to my set knowing I don't have a set.
1," Mann I wish ah nigga would try me, he gone need a mourning or IV"
0," Mann, I'd like to try him, but he's got a mourning or IV."
1, She expect for me to love her I can never be a lame
0, I'm not gonna be a lame girl.
1, I Said Bae or Baby One Time Otp ! lmao Damn
0, I've said Bae a couple of times!
1, I'm ready to go .. School aint for me!
0, I'm ready to go to school!
1, Deep cuts never heals easily
0, it's never easy to cut deep.
1, I hate PETA more then I dislike the KKK
0, I'm more against PETA than I'm against the KKK.
1, If yall only knew my story i got a TESTIMONY!!!
0, I have a testimony to tell you if you only knew my story!
1, Should have my own studio soon ...
0, I'll soon have my own studio.
1, Where is ..... Fried chicken on deck
0, where's the chicken...... on the deck?
1, That Shit Dere Fawtyy 4 0
0, that's the shit Dere Fawty 4 0
1, He's been alrite yea we gone leave it in the Lord hands
0, we left it to the Lord
1, Bored who want to call me
0, I'm bored to call you.
1, I can't even count on family.
0, I'm not even counting on my family.
1, #SometimesI wish he knew... I wish on a star lol he's the brightest of them all!
0, #I wish he knew... I'd like to know him better!
1, Smoother than a gentle breeze
0, it's not a gentle breeze.
1," bitch pull up after church, period."
0," bitch, pull up the church."
1, My phone been on 99% for an hour
0, I've been on the phone for an hour.
1, Real Nigga Shit On Some Real Nigga Shit
0, really fucking shit on a really fucking shit
1, damn rite fuk dem lol
0," hell, damn it, damn it, damn it, damn"
1," Going to Atlantic station with Doris, Adriana, Missy,  myette"
0," with Doris, Adriana, Missy, and my daughter."
1,   something funny? What are you talking about?!?
0, what's so funny about it?
1, Im down to fill this empty safe !
0, I'm going to fill the empty safe!
1, Hate females who act like they got it all.
0, I hate women who act like they have everything.
1," everythin , I mighy be goin back"
0," I'm gonna go back, I'm a little bit of a coward."
1, #OOMF Don't Want My Reads
0, # OOMF Don't Want to Read
1, Nope Ha Wrong One Try Again Mf
0," no, no, no, no, no, no, no,"
1, #Oomf talking to dey new bussit ok den
0, # Oomf talking to the new bussit
1, Chief keef and GBE still outside the BET awards at the metal detector!!!
0, the BET Awards are still in the metal detector!
1," Catch it , it's coming ! Catch 10:17"
0," grab him, he's coming!"
1,"  ill tweet free j Dubb All fkn day, js cus I want my nigga home NOWWW!!"
0," I want to go home today, I want my nigga home."
1, Glad I don't have math today
0, I'm glad I'm not going to math today.
1, A comment on your IG pic is just as good as good as a double tap
0, as good as a double tap to your IG.
1, So glad me and Christian talked everything out
0, I'm glad we talked about it with Christian.
1, Fuck you ho ! When this bitch want some I aint gone answer fah shitt
0," when the bitch wants something, I'm not gonna answer her!"
1," Smh, dam! Time to go gamble up"
0," oh, shit, I'm going to go to the casino!"
1, Fucking ain't nub but a thang
0," fucking nub, but it's a dick."
1, ohh the vine u ass lol
0," oh, the vine's butt is so funny."
1, The Weeknd-Initiation He Be Half Rappin In This Jawn
0, Weeknd-Initiation He's Half-Rappin In This Jawn
1, 4:43 in the morning n I'm still up cnt slp
0, I'm still up in the morning.
1, - lol they gotta chilllll
0," - Lol, they're gonna have to calm down."
1, I tried ignoring him long enough his irky ass lol
0, long enough I've been ignoring him.
1, My neighbor getting her ass busted as usual
0, the neighbour's ass is busted again.
1, Who Cook Sunday Dinner
0, who's cooking for Sunday dinner
1, I heard the funniest story yesterday bro. Imma text it to you. Lol
0," last night, I heard the funniest story."
1, I gotta get these nails off!
0, I'm gonna have to get rid of those nails!
1, Thinking about hittn the mall up
0, I'm thinking about going to the mall
1, My phone been dry all day.
0, I had a dry phone all day.
1, I wish we could here the music #1k3
0, I'd like to introduce you to the music # 1k3
1, i aint going No damn Where Smh.
0," I'm not gonna go anywhere, damn it."
1, Wtf benzino doing lmao smh this shit funny
0," what the hell is this shit, benzino?"
1," Had Some Fun Tonight w. Tesh , Jon , China  Taylor"
0," we had a good time with Tesh, Jon, China and Taylor"
1, He lucky i just dnt kill him just yet #BMF
0," # Baf, I'm lucky I didn't kill him."
1,  Otp with my boo.. \
0, I'm gonna have a little Otp with my boy...
1," Whatever's On My Mind ,Ima Say It  Thats My Problem Now .. I'm To Real For You Hoes!"
0," I'm saying what I think is my problem, and I'm really sorry about it!"
1,  gotta stop callin these fat girls thick....\
0, I have to stop calling these fat girls...
1, Only 10 more days left in New York ...NOOOOO !!! WHY ME ??
0, I'm in New York for 10 days.
1, bitches claim they dont have friends but talk to every damn body at lunch
0," bitchy bitch says she doesn't have friends, but she's talking to everyone"
1, Just know if i want it...I'll get it!!
0, I'll know if I want it...
1, Happy Iotaversary To Me !!!!!! 3 Years running !!! I LOVE MY I PHI !!!
0, I've been running for 3 years and I love it!
1, aye coco u loafin joe i had some juggs for u earlier. 5
0, I had a couple of jocks before.
1," Ikr , shidd idek you move on"
0," Ikra, you're gonna move on, Shiddi."
1," #UAPB17Advice Be very careful who you hang with and who you call your friend amen ,"
0, # UAPB17Advice Don't be too close to anyone and don't call your friend amen
1," Stupidd ass Dogg , -.-"
0," doggy ass, Doggy ass, Doggy ass, Doggy"
1, Bby I Get It From Youu :)
0," Bby, I'm gonna take you to the Bby!"
1, You look pretty today\rDid I look ugly yesterday\
0, you look pretty good today\ I've been ugly yesterday.
1, These pictures are killing me how can a man send so many pics of himself
0, I'm sick of the pictures of myself.
1, I need to hear what Work (Remix) sounds like on a good subwoofer
0, I'm gonna hear what the sub is like to the sub
1,  18 points ain't gon cut it it's rigged bro..he gone drop like 30 next game watch.
0, it's not going to cut 18 points... He's gonna drop like 30 next game.
1, People really Petty ' if you really look at it
0, people are really petty when you look at it
1, the times she were there .
0, the time she was there.
1," * Might Jss Gone Head Get Dem Uggs TuhMar , Dem A Must ."
0, * * * * * * * * * * * * * * * * * * * * * * * *
1, It' so Easy to get money all u gotta do is stay focus turn up.
0, you only have to focus on the money.
1, S/o yu wanna me tha president yu gotta meet tha bang bros\
0, S / o you want me to meet the president
1, I'm just coming back from LR. Lets go Friday night
0, I'm back from LR.
1, Sooo my bae bday approachin fast.. (:
0, so my bae's gonna be quick...... (:
1, Lil dumb bitch blowing she needa go home !
0, a dumb bitch needs to go home!
1, Goodmorning Shania S.
0," hello Shania S., I'm Shania S."
1, what's yo number bro I have to tell you some
0, what's the number of your bro?
1, 6th months daaaaaaaaammmmmmmmmmmm!!!!!!!!!!!!!
0," six months of hell, damn it, damn it, damn it, damn it,"
1, fuck that u just don't kno the shit I go through man
0, I'm not gonna tell you shit I've done.
1, Watchin the 10:00 news
0, watch the news at 10: 00
1, Just takes time but its gone come tho..
0," it's just a little bit of time, but it's going to"
1, I can't do dis shit no moe man
0, no one can do shit like that.
1, Going Straight To Your Skull!
0, you're going straight to the skull!
1, u have to learn to humble yourself or you will be miserable
0, you have to be humble or you'll be unhappy.
1, The next time I'll b back in the dmv area is Nov 9th for our game against Morgan.
0, I'll be back in the Dmv area on Nov 9.
1, Dont come for me unless i send for u bitch!!!!
0," if I don't send you, don't come to me."
1, I fuck with young dro that nigga raw
0, I'm gonna fuck a young nigger raw.
1, Omg.....indigestion. #theworst
0, # The worst # The worst
1, I jus want have a Olady so I can do sum new shit
0, I'd like Olady to do something new.
1, I will do u better kuz y put up getin hit on
0, I'll do it better if you give me a hit.
1, Im playing with this pretty Lil girl .
0, I'm playing with a pretty good girl.
1," Ion Got No Crush , I Got Niggas In Thaa League!!"
0," Ion's not a crush, I'm a gangster!"
1, Thinking about getting my number changed !!!
0, I'm thinking about changing my number.
1, He da only one and gone stay da only one
0, he's just one and he's gone.
1,  Who Else Yall Want Us 2 Expose You
0, who's gonna expose us 2?
1, He kno I b sweet for it lmao
0," I'm really happy for him, lmao."
1, These hoes are for anyone
0, these are the hoes of everyone
1, On The Run p2 - JayZ  Beyonce #np
0, Jay Z  Beyonce #np - P2
1, #Damn Nigga Need Anotha Fone'
0, # Damn nigger needs a ride #
1, Its sad when you fucked  SUCKED freensss
0, it's sad when you're fucked and you're fucked.
1, Damn here she go with that pink ass lipstick lookin' like a fool...Smh...
0," hell, she's gonna look like a fool with a pink lipstick..."
1," , good morning guys (: at home chillin'."
0," hello, guys (: At home, sleeping."
1, Tf you doin tonight  I needa get my $ back ima call the police
0, I'll call the police if you don't come tonight.
1, What if Ray Lewis was the pops of the girl you wanted to talk to #yikes
0, what if Ray Lewis was the girl you wanted to talk to #yikes
1, Fuck hoopin I need a hair cut
0, I'm gonna have a haircut for my hair.
1, Is it childish that I change the channel when a commercial for a scary movie comes on?
0, isn't it a little childish to change the channel when a scary movie is on?
1, These Lebron x home edition is rite nice colorway
0, this is a nice colorway of Lebron x.
1, last semester for u aint it...
0," last semester, I was..."
1,  i wanna get on the phone..\
0, I'd like to talk to you...
1, I'm older than u lol u tripping
0," I'm older than you, you're tripping."
1, u was thirsty for me to sit by u lol but I got u tomr promises
0," I wanted to sit down with you, but I promised you."
1, my phone go dead quick and it die quick . nigga you said the same thing 2wice.
0," the phone's dead, and it's going to be quick."
1," Just Thanked God For Anotha Day ,"
0," thank God I didn't have anotha day,"
1, Cause You Really Just Got The Full Initiation Into His Life
0, because you've really just started to live in his life.
1," All These Broke Niggas Hating , i Just Wanna Know When You Gone Band Up Bitch"
0," all those niggas hate, I just want to know when you're gonna be on your way."
1, I thought he Been recovered from that! n was coming back
0," I've been thinking about it, and he's been recovered!"
1, Just go for the touchdown they fucking pros! Hate nfl
0," go for the touchdown, the pro!"
1, I'm lowkey slpy but jus cant go!!
0," I'm a little slippy, but I can't go!"
1, Im actually hanging out wit people ive never chilled with before
0," in fact, I'm hanging out with people I've never met before."
1, I will never put something be for my money
0, I'm not gonna give you anything for money.
1, Bout to crush then shower then head to bed class in the am.
0, then I'm going to crush him then I'm going to go to school.
1, I love Him Ayeeee lol
0," I'm really happy for him, Ayee Lol."
1, Guess i'll just go to sleep
0, I guess I'm going to sleep.
1," I'm like a kid in a candy store, my new matte make-up platte's came today! #finnaPlay yAy"
0," I'm a new matte makeup, and I'm like a kid in a candy shop!"
1, I'm finna go to sleep and save all the drama for in the morning !
0, I'll go to sleep and I'll save the whole thing for the morning!
1, It never freaking fails
0, it's never gonna be a failure.
1, my supply gone be in Monday
0, I'm going to the store tomorrow.
1, chill out before you make me mad at you sowwy shawty
0, keep calm before I get mad at you.
1, Cigar bar watching the lions game with the fellas #detriotlions
0, the bar is watching the lion game #detriotlions
1, Need to get out da house  get sum fresh air ...
0, I have to go out of the house and get some fresh air.
1, My charger be fucking up hen I need it the most #Fuckboyasscharger
0," when I need it, the charger is fucking useless #Fuckboyass charger"
1, Love aint a option when it come to these streets.
0," when it comes to these streets, love is not an option."
1, Put EVERYTHING On Dis Social Network
0, all of the social networks on the internet
1, Goodmorningg and thankss ^.^
0," hello, hello, hello, hello, hello, hello, hello,"
1, She about to go right to her cage
0, she's going straight to the cage.
1, Today seems tuh b gettin better bad better
0, today seems like a bad day for better.
1, shee better call me back\n\n#Kimonsheeon Tweet
0, #Kimonsheeon's Twitter #Kimonsheeon's Twitter
1," The worst thing yo mama can tell you is all you do is eat,sleep,and shit. Lol #babyboy"
0," mom can only tell you one thing: You're just eating, sleeping, and shit."
1, Mann I Love This Shit
0," Mann, I'm really enjoying this shit."
1,"  i'v Been Having Stomach Pains , Like Wtf Is Going On My Neice Yayyyyyy :)"
0," I've had stomach pain, like what the hell is going on?"
1, Im Funna Text My Baby
0, I'm gonna text my baby Im Funna.
1, I don't depend on people anymore because I'm tired of being disappointed.
0, I'm not interested in people anymore because I'm tired of disappointment.
1, Alice in wonderland is on
0, Alice's wonderland is here
1, My brother Bebe  my bitch butter  these hoes about to hate watch lml RFT
0, my brother Bebe and my bitch's gonna hate it.
1, I was toooooo sauced last night
0, last night I was too much of a mess.
1, Acting like she ain't hear me calling her.
0, she acts like she doesn't hear me.
1," Nigga your whole crew pussy, stop the faking"
0," Nigger, your whole crew's pussy."
1," all ways by yo side , always imma ride for you ."
0," you always ride with me, always."
1, If i gave u diamonds n pearls would u be a happy boy or a girl
0," if I gave you a pearl or a pearl, you'd be happy."
1, lmbo I never taste that it look nasty just give me 3 cups of coffee..
0, I've never had a bad taste in my coffee.
1, CRAZY AS WEATHER WE HAVE!!!!
0, we have a crazy storm!
1, We ain't ready for all that ...I think
0, I don't think we're ready for that.
1,"  : ; Ctfuu , 18 BbySHE SUPPER GEEKED AND GOT ME SUPPER WEAK!!!"
0," Ctfuu, 18 BbySHE'S SUPPER GEEKED AND I'M SUPPER!"
1, #DailyTweet I Luhhhhhhh Robyn Cute Ass
0, # DailyTweet I'm Luhhhhhhh Robyn Cute #
1, I don't be having time for these irrelevant bitches
0, I'm not gonna have time for these useless bitches.
1, While watching MaryJane I'm watching Golden Girls... I'm soooo old
0," I'm looking at Mary Jane, and I'm so old."
1, .-Gucci Mane x Youu Gonee Lovee Me 
0, - Gucci Mane x Youu Gonee Lovee Me  
1, these ppl are calling me and asking me for blood platelets O_o
0, they're calling me and asking me for blood.
1, I'm hungry. About eat some chicken wings  a burger
0," I'm hungry, I want a chicken wing and a burger."
1, ion know what color to change my braces to doe .
0, I'm gonna change my braces to the color I want.
1, Wtf make a nigga turn gay y'all some Nasty ass mfs
0, what the fuck is going on with a nigger who's gonna turn gay?
1, Make me remember you like you remember me.
0, I'll remember you as much as I remember you.
1, *Wavesssssss* To Pumba :))
0, * Pumba: * Pumba: * Pumba: * Pumba
1," , baby, you don't have to like me, but you WILL respect me.."
0," you're not gonna like me, but you'll respect me."
1, did say I was gon b thru by the summa
0, I said I'd be through the summa.
1," ahh , I do gotta go to the3 doctors tomorrow t(-.-t)"
0, tomorrow I'm going to go to the3 doctor.
1, Every single record auto tuning zero emotions
0, all records are tuned to zero emotion
1, Guess I Will Go Get Dat Ncaa College Football 2Day
0, I'm going to go to the NCAA football game tomorrow.
1, woe -_- she aint from da noya dats why
0, woe - - She's not from the city of da nova.
1, I'm glad I'm black...I gots something to prove
0, I'm glad I'm black...... I'm gonna prove it.
1, don't ask why my jeans splattered with these white stains
0, don't ask why my jeans are stained with white.
1, that's a weak system...
0, it's a weak system...
1, realizing im only half way done work makes me wanna shoot myself
0, I want to shoot myself when I realize I only have half the job.
1, I txt your goofy ass txt back
0, send me a silly ass txt
1, omg just saw this!!!! Boo I love you soo much
0," I just saw it, I love you."
1, Wow a Justin Tuck sighting
0," wow, a Justin Tuck sighting."
1, Takeoff be goin in I stg lol
0, we're going to the launch with a great laugh.
1," I can watch criminal mind, law  order, and CSI Miami all day"
0," I'll watch the criminal mind, the law and the CSI Miami"
1, so tired my eyes are having issues focusing
0, I have a problem with my eyes tired
1, btfol I'm deeeeeaaaaadddd. You crazy guh llh no I said do you feel me fool llh lmbo
0," I'm saying you're crazy, you fool."
1, Our favorite aunt on our da side in out the hospital #FamilyPrayer
0, we're at the hospital with our aunt #FamilyPrayer
1, *his .. im so f.ckin' mad tht i aint even spellin' sh.t right ..
0, * I'm so fucking crazy that I don't even spell.
1," He about to get on my nerves , i can feel it"
0," I'm gonna get nervous, I'm gonna be nervous."
1, come out im bouta come onna porch
0," come on, let's go to the porch."
1, Don't go looking for love in all the wrong places
0, don't look for love in the wrong place.
1," niqqa I kno im old enough, but u kno my aunt aqqy"
0," niqqa, I'm old enough, but you know my aunt."
1, #MyspaceDays I used to edit the fuck outta my pictures with picnik
0, #MyspaceDays I've been editing my pictures on my computer
1, Wakin up to him ...I feel all safe  secure
0, I'm so safe and secure with him.
1, only in love and war.
0, only love and war.
1, I got a temp.one oh ok
0," I'm in a hurry. One, two, three, four"
1, One Wing - Jordin Sparks
0, wing - Jordin Sparks One Wing
1, Me  bae watching the game
0, me and my boyfriend watching the game
1, Lmao. Its easy to get u. So I do when u least expect it
0, I'm sure you'll be happy with it when you least expect it.
1," my weekend , gone be O fucking K"
0," I'm going to go to the weekend, my friend."
1, oops she did it again sing on sister!
0," oh, my God, she's singing again!"
1, People be tripping yo frfr
0, people are tripping over the frfr.
1, Gotta Go Back To The Counselor Next Period
0, next Period I'm going to go to the counselor.
1, I'm Bouta get dressed and blow d
0, I'm gonna go to the bathroom and get dressed.
1," At Lenox,Christmas Shopping (: ) \n#BIGTHINGS \n#FENDISHIT"
0, Christmas Shopping (:) \ n#BIGTHINGS \ n# FENDISHIT
1,  I'm about to lose my fucking mindso am i
0, I'm gonna lose my head
1, Big brah drew here and shit
0, the big brah came in and shit
1, boredom gonna be the death of me one day
0, one day I'm going to die of boredom.
1, Black people really don't age
0," black people don't age, really."
1, lmao no fr who bought this bitch a galaxy ?
0," oh, who's gonna buy this bitch a galaxy?"
1, To say today is my 21 I feel like l been 21 for years
0, I feel like I've been 21 for a long time.
1, Phone Getting Quiet  Shit
0, the phone's quiet and shit
1, Mufuckas never loved us?
0, the bastards never liked us?
1, I really gotta problem wit sticking my dick in otha folk woman....
0, I'm really stuck in a woman's dick.
1, Ima Go Over My Bestfriend House Doe ;
0, I'm going to go to my best friend's house.
1, You'on Want Problems.. I Promise Man.
0, you're gonna have problems with Want.
1, Aint got nooooo holiday spirit frfr
0," no spirit of the holiday, Frigo."
1, Logic gonn be in New York this weekend
0, this weekend in New York              
1, I HANG MY HAND OUT THE. WINDOW LIKE WATCH ME GET THIS PAPER
0, I'm gonna put my hand on the window like I'm gonna take a look at the paper.
1, Sombody need to call or txt me or some
0, someone needs to call me or send me a message.
1, Damn I can't help it that I see u when I close my eyes...
0, I can't help it if I'm looking in the eyes.
1, I wish I could of saw my bestfriend/lover/husband/twin lol I miss him
0, I'd like to see my best friend / my lover / my husband / my twin.
1, 9:04 Me  My Bae though
0," but I'm with my Bae, Me  My Bae."
1, You don't want my problem!!
0, you're not interested in my problem!
1, God forgives I don't!
0," forgive me, but I'm sorry."
1, id rather die like a man. than live like a coward. any day.
0, I'd rather die like a man than live like a coward.
1, GOTTA WAIT TIL MS.ALICE TAKE HER HAIR DOWN FIRST
0, wait till Miss Alice TAKE THE HAIR DOWN.
1, I love navel rings belly tattoos I be kissing them up
0, I'm gonna kiss the navel tattoo on my belly
1, Thesr old ladue sniffing each other like thats life smh
0, the old man sniffing like he's alive.
1,  you ah clown lol
0, you're a clown Lol
1, what you been up to my friend! I've been searching high and low for you!
0, I've been looking for you all over my friend!
1, Burnt My Boob Yesterday Now I Hit My Toe Hard Asf #BadLuck
0, I'm hitting my tits hard today #BadLuck
1, I swear dat dude do sum to me
0," I swear to you, dude, he's gonna do it to"
1, I gt pregnant wen I Dnt Neva hav Nthn 2 do.!!
0, I'm pregnant when I'm supposed to be dead.
1, My President is in the building!!!!
0, I'm in the president's house!
1, punchie had a big ass head
0, punchie's got a big ass.
1, Twitter Jail Again - debs
0, Twitter's jail - the same as before.
1, It Brought Back Memories
0, it's bringing back memories of the past.
1," I thought I had a real man, a niggah I could grow old w/"
0," I've got a real guy, a nigger I'd like to grow old with."
1, Lemme tell you how I feel
0, I want to tell you what I'm thinking.
1, Sounds like a weird combination but shit I don't care ..
0," it seems like a strange combination, but I'm not interested."
1, You Dont Love Me You Just Say That Shit To Get To Me Girl .
0," you're not gonna love me, you're just gonna tell me shit."
1, Instead of me and talkin bout money we talking bout having the best weaves smh
0," we're talking about money, not about me and talking about money."
1, My Condolences goes OUT To tha Kelly's Family
0, I'm sorry about the Kelly family.
1, Williamsburg looking at booty
0, Williamsburg's looking at the booty
1, That bxtch ain't nothinq but a bxtch..!
0, it's not just a bxtch!
1," Bre gone make me kick her ass , she can youngbul Teddy but not me"
0," I'm gonna kick her ass, but not me."
1, My Eyesss Goingg Lowerr x Lowerr By The Min
0, my eyes are going down the min.
1," Wen I see,someone I fought only thing I wonder round 2??? Just don't sneak me."
0, I'm wondering if I'm going to see someone I've fought.
1, NC in August Im Too Ready !!!
0, NC in August I'm ready for the fall!
1," Being Laid Back, Feel Good."
0," being on my back, I'm happy."
1, Ion nd no fake azz ppl n mi Life
0, Ion nd no fake azz ppl n mi Life
1," Well connected, well respected and well protected."
0," connected, respected and protected."
1," This question thing.... I don't get it. If I gotta question, ima just ask you."
0," if I have to ask, I'll ask you."
1, She got little black shoes that'll go perfect with what i want her to be
0, she's got a little black shoe that's perfect for what I want.
1, Kita stopped sub tweeting me.... She's fappin
0, Kita stopped tweeting me...... and she was fapping.
1, That's just what I needed to see.... Thank Ya Lord
0," thank you, Lord. That's what I've been waiting for."
1," As of right now, I'm the definition of the living dead what does this even mean"
0, I'm the definition of the living dead right now.
1,  #Aries pioneering attitude leads them into places others would fear to tread.\
0, # Aries is pioneering a new attitude that will lead them to places they would not be afraid of.
1, I think that's y my attitude b so fucked up
0," I'm thinking of my attitude, so fucked up."
1, Can't Trust No Hoe Like I Trust Me Except The Damn K  I Call Tht Bitch Sabrina
0, I'm not gonna trust a damn hoe like I'm gonna trust me.
1, Its time for me to move into my own shit
0, I'm going to move into my shit.
1, butt dets wut years of talkin do!!
0, the butt of the dets is talking about it for years!
1, What is there to do tomorrow
0, what's going to be done tomorrow
1, Bitch speak Up you talking Too low
0," you're talking too much, bitch."
1, My cousin got laid off shyt crazy
0, my cousin's got a little crazy.
1, Glad to be home finally
0, I'm glad I'm finally home.
1, It's so cooool in my room.
0, it's so nice in my room.
1, I hope me  him really spend the day together (:
0, I hope we're really together this day.
1, wassup man I ain't seen you in bricks!
0, I didn't see you in the bricks!
1, You only good as your last fight
0, you're just good for the last fight.
1, okay ii will see you later
0," all right, I'll see you later."
1, Juggingg round the cityy w/ yoo bitchhh ----
0, Jugging around the city with a bitchhoo ----
1, You the type 2 tell ya niggas when the cops coming!
0," you're the type 2, you're telling the cops!"
1," lol get all dolled up ! Dinner, walking  talk  maybe some icecream!"
0," dinner, walking, talking, maybe some ice cream!"
1, I know them headaches have me balled up! :(
0, I'm in a headache!
1, Just remembered I got some Krispy Kreme doughnuts bitches!!!!!
0, I just remembered I had a bit of doughnuts from Kreme!
1," ; Yea, I Know How She Thinking. I Got That Blood. She Ain't Slick"
0," I know what she thinks, I've got her blood."
1," My phone dry af , Fuck yaw sometimed ahh who aint fwm . Lbs"
0," I'm dry, I'm not gonna be able to do anything, I'm gonna be pissed."
1, ...uma fuck u up wen i get better.
0," ... ugh, you're gonna fuck me up when I'm better."
1, 2Chaniz Ovea Everythang!
0, 2chaniz Ovea Everythang!
1, I would have took drivers ed if ik I was getting a car
0, I'd take the driver's license if I had a car.
1, Gravity came again  pulled me back to the ground again.
0, gravity was pulling me again and again.
1, I will fucking stomp that hoe face if she come in my face with some bullshit !
0," if she comes in my face with some bullshit, I'm gonna stomp her face!"
1, We Go Around The Clock We Fuckin All The Time
0," we're going around the clock, we're fucking up."
1, If I Took Him Why Yall Was Together Wtf Make Yu Think Yu Gone Get Him Back
